<DTYYYYMMDD>,<TICKER>,<FIRST>,<HIGH>,<LOW>,<CLOSE>,<VALUE>,<VOL>,<OPENINT>,<PER>,<OPEN>,<LAST>
2017-02-13,Jam.Petr.,9495.0,9498.0,9359.0,9493.0,9678788393,1019197,32,D,9408.0,9400.0
2017-02-12,Jam.Petr.,9305.0,9499.0,9300.0,9408.0,2527313776,268583,42,D,9408.0,9479.0
2017-02-11,Jam.Petr.,9350.0,9450.0,9305.0,9408.0,3196445216,343000,44,D,9451.0,9350.0
2017-02-08,Jam.Petr.,9332.0,9440.0,9332.0,9451.0,995618256,106011,15,D,9458.0,9380.0
2017-02-07,Jam.Petr.,9400.0,9549.0,9340.0,9458.0,1974767372,209574,27,D,9467.0,9388.0
2017-02-06,Jam.Petr.,9310.0,9560.0,9310.0,9467.0,860880532,91573,29,D,9473.0,9352.0
2017-02-05,Jam.Petr.,9331.0,9370.0,9328.0,9473.0,1315196920,140747,21,D,9493.0,9352.0
2017-02-04,Jam.Petr.,9406.0,9406.0,9316.0,9493.0,1533127066,163140,18,D,9510.0,9392.0
2017-02-01,Jam.Petr.,9520.0,9549.0,9406.0,9510.0,1194208383,126394,35,D,9518.0,9410.0
2017-01-31,Jam.Petr.,9500.0,9600.0,9477.0,9518.0,896905080,94462,21,D,9520.0,9600.0
2017-01-30,Jam.Petr.,9500.0,9500.0,9480.0,9520.0,473783190,49921,12,D,9522.0,9484.0
2017-01-29,Jam.Petr.,9500.0,9690.0,9404.0,9522.0,20258695381,2127615,121,D,9620.0,9451.0
2017-01-28,Jam.Petr.,9500.0,9500.0,9496.0,9620.0,284932200,30000,6,D,9624.0,9499.0
2017-01-25,Jam.Petr.,9501.0,9550.0,9401.0,9624.0,71634014,7549,14,D,9625.0,9401.0
2017-01-24,Jam.Petr.,9595.0,9600.0,9501.0,9625.0,100307726,10512,18,D,9626.0,9501.0
2017-01-23,Jam.Petr.,9696.0,9696.0,9507.0,9626.0,110536650,11413,6,D,9625.0,9507.0
2017-01-22,Jam.Petr.,9600.0,9650.0,9472.0,9625.0,7578753081,786215,76,D,9579.0,9649.0
2017-01-21,Jam.Petr.,9650.0,9650.0,9433.0,9579.0,661480638,69080,20,D,9579.0,9500.0
2017-01-18,Jam.Petr.,9590.0,9600.0,9508.0,9579.0,541136165,56381,10,D,9578.0,9600.0
2017-01-17,Jam.Petr.,9490.0,9648.0,9467.0,9578.0,8751888378,913214,84,D,9538.0,9648.0
2017-01-16,Jam.Petr.,9402.0,9600.0,9400.0,9538.0,1503986058,157623,21,D,9537.0,9500.0
2017-01-15,Jam.Petr.,9500.0,9550.0,9400.0,9537.0,10170734704,1066463,66,D,9548.0,9550.0
2017-01-14,Jam.Petr.,9516.0,9590.0,9500.0,9548.0,4651623024,486764,45,D,9541.0,9500.0
2017-01-11,Jam.Petr.,9406.0,9540.0,9406.0,9541.0,856364382,90342,32,D,9547.0,9460.0
2017-01-09,Jam.Petr.,9402.0,9530.0,9402.0,9547.0,1218500240,128900,45,D,9560.0,9500.0
2017-01-08,Jam.Petr.,9420.0,9550.0,9401.0,9560.0,1954447822,207333,29,D,9593.0,9550.0
2017-01-07,Jam.Petr.,9479.0,9600.0,9402.0,9593.0,53550984429,5582200,153,D,9478.0,9402.0
2017-01-04,Jam.Petr.,9500.0,9550.0,9404.0,9478.0,2204668080,231915,25,D,9470.0,9550.0
2017-01-03,Jam.Petr.,9400.0,9599.0,9400.0,9470.0,11975407480,1264620,82,D,9442.0,9599.0
2017-01-02,Jam.Petr.,9499.0,9500.0,9306.0,9442.0,6230330246,662543,62,D,9510.0,9470.0
2017-01-01,Jam.Petr.,9505.0,9505.0,9306.0,9510.0,198783486,20940,19,D,9510.0,9490.0
2016-12-31,Jam.Petr.,9649.0,9650.0,9507.0,9510.0,9708183625,1021011,25,D,9654.0,9650.0
2016-12-28,Jam.Petr.,9700.0,9700.0,9504.0,9654.0,5919143507,614918,59,D,9694.0,9504.0
2016-12-27,Jam.Petr.,9640.0,9744.0,9640.0,9694.0,15725377013,1622238,142,D,9612.0,9710.0
2016-12-26,Jam.Petr.,9580.0,9777.0,9580.0,9612.0,20365629178,2118800,120,D,9532.0,9600.0
2016-12-25,Jam.Petr.,9599.0,9599.0,9400.0,9532.0,5108322831,538066,48,D,9572.0,9550.0
2016-12-24,Jam.Petr.,9638.0,9638.0,9530.0,9572.0,1514415630,157891,28,D,9569.0,9551.0
2016-12-21,Jam.Petr.,9501.0,9600.0,9501.0,9569.0,4152453408,433399,40,D,9561.0,9598.0
2016-12-20,Jam.Petr.,9510.0,9550.0,9501.0,9561.0,3031787973,318993,34,D,9586.0,9550.0
2016-12-19,Jam.Petr.,9501.0,9639.0,9501.0,9586.0,2154398532,226550,38,D,9607.0,9503.0
2016-12-18,Jam.Petr.,9650.0,9690.0,9505.0,9607.0,564830104,59196,30,D,9611.0,9505.0
2016-12-14,Jam.Petr.,9600.0,9669.0,9502.0,9611.0,6557832475,681352,64,D,9586.0,9610.0
2016-12-13,Jam.Petr.,9700.0,9700.0,9166.0,9586.0,3915678069,412080,80,D,9640.0,9600.0
2016-12-12,Jam.Petr.,9650.0,9695.0,9580.0,9640.0,41249581207,4279083,153,D,9633.0,9649.0
2016-12-11,Jam.Petr.,9550.0,9780.0,9550.0,9633.0,4719905715,488407,115,D,9606.0,9780.0
2016-12-10,Jam.Petr.,9400.0,9782.0,9400.0,9606.0,6459727790,671849,108,D,9590.0,9701.0
2016-12-07,Jam.Petr.,9512.0,9650.0,9512.0,9590.0,16242756842,1693636,132,D,9567.0,9605.0
2016-12-06,Jam.Petr.,9540.0,9650.0,9421.0,9567.0,20588630351,2151979,174,D,9418.0,9595.0
2016-12-05,Jam.Petr.,9199.0,9500.0,9199.0,9418.0,9582383358,1016611,168,D,9341.0,9499.0
2016-12-04,Jam.Petr.,9111.0,9200.0,9109.0,9341.0,1649082225,180577,47,D,9381.0,9200.0
2016-12-03,Jam.Petr.,8990.0,9404.0,8990.0,9381.0,12919878190,1377281,200,D,8957.0,9200.0
2016-11-29,Jam.Petr.,8850.0,8963.0,8801.0,8957.0,2947009292,329512,30,D,8963.0,8963.0
2016-11-27,Jam.Petr.,8900.0,8910.0,8800.0,8963.0,495530652,55974,20,D,8969.0,8902.0
2016-11-26,Jam.Petr.,8900.0,8900.0,8780.0,8969.0,866080084,98033,29,D,8982.0,8780.0
2016-11-23,Jam.Petr.,8876.0,8938.0,8875.0,8982.0,3353287613,377031,59,D,9028.0,8879.0
2016-11-22,Jam.Petr.,8800.0,8900.0,8800.0,9028.0,2507531497,282196,44,D,9077.0,8890.0
2016-11-21,Jam.Petr.,8713.0,8940.0,8713.0,9077.0,1766637332,199903,65,D,9131.0,8900.0
